,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
149,Gold,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Enrico BRUSONI,Italy,IT,ITA,1900,Cycling,ITA
150,Silver,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Karl DUILL,Germany,DE,GER,1900,Cycling,GER
151,Bronze,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Louis TROUSSELIER,France,FR,FRA,1900,Cycling,FRA
152,Gold,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,paris-1900,Paris 1900,Summer,Mixed team,MIX,,MIX,1900,Tug of War,IOA
153,Silver,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,paris-1900,Paris 1900,Summer,Racing Club de France,MIX,,MIX,1900,Tug of War,IOA
154,Gold,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,Upton Park FC,Great Britain,GB,GBR,1900,Football,GBR
155,Silver,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,USFSA,France,FR,FRA,1900,Football,FRA
156,Bronze,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,Univ. of Brussels,MIX,,MIX,1900,Football,IOA
157,Gold,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,"Osborne Swimming Club, Manchester",MIX,,MIX,1900,Aquatics,IOA
158,Silver,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Brussels Swimming and Water Polo Club,Belgium,BE,BEL,1900,Aquatics,BEL
159,Bronze,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Libellule de Paris #1,MIX,,MIX,1900,Aquatics,IOA
160,Bronze,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Pupilles de Neptune de Lille #2 #1,France,FR,FRA,1900,Aquatics,FRA
161,Gold,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Switzerland team,Switzerland,CH,SUI,1900,Shooting,SUI
162,Silver,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Norway team,Norway,NO,NOR,1900,Shooting,NOR
163,Bronze,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,France team,France,FR,FRA,1900,Shooting,FRA
164,Gold,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,paris-1900,Paris 1900,Summer,Achille PAROCHE,France,FR,FRA,1900,Shooting,FRA
165,Silver,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,paris-1900,Paris 1900,Summer,Anders Peter NIELSEN,Denmark,DK,DEN,1900,Shooting,DEN
166,Bronze,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,paris-1900,Paris 1900,Summer,Ole ÖSTMO,Norway,NO,NOR,1900,Shooting,NOR
167,Gold,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,paris-1900,Paris 1900,Summer,Lars Jörgen MADSEN,Denmark,DK,DEN,1900,Shooting,DEN
168,Silver,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,paris-1900,Paris 1900,Summer,Ole ÖSTMO,Norway,NO,NOR,1900,Shooting,NOR
169,Bronze,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,paris-1900,Paris 1900,Summer,Charles PAUMIER DU VERGIER,Belgium,BE,BEL,1900,Shooting,BEL
170,Gold,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,paris-1900,Paris 1900,Summer,Karl Konrad RÖDERER,Switzerland,CH,SUI,1900,Shooting,SUI
171,Silver,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,paris-1900,Paris 1900,Summer,Achille PAROCHE,France,FR,FRA,1900,Shooting,FRA
172,Bronze,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,paris-1900,Paris 1900,Summer,Konrad STÄHELI,Switzerland,CH,SUI,1900,Shooting,SUI
173,Gold,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Switzerland team,Switzerland,CH,SUI,1900,Shooting,SUI
174,Silver,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,paris-1900,Paris 1900,Summer,France team,France,FR,FRA,1900,Shooting,FRA
175,Bronze,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Netherlands team,Netherlands,NL,NED,1900,Shooting,NED
176,Gold,Athlete,trap-125-targets-men,Men,trap 125 targets men,shooting,Shooting,paris-1900,Paris 1900,Summer,Roger DE BARBARIN,France,FR,FRA,1900,Shooting,FRA
177,Silver,Athlete,trap-125-targets-men,Men,trap 125 targets men,shooting,Shooting,paris-1900,Paris 1900,Summer,René GUYOT,Belgium,BE,BEL,1900,Shooting,BEL
178,Bronze,Athlete,trap-125-targets-men,Men,trap 125 targets men,shooting,Shooting,paris-1900,Paris 1900,Summer,"Justinien, Count Clary",France,FR,FRA,1900,Shooting,FRA
179,Gold,Athlete,army-rifle-300m-3-positions-men,Men,army rifle 300m 3 positions men,shooting,Shooting,paris-1900,Paris 1900,Summer,Emil KELLENBERGER,Switzerland,CH,SUI,1900,Shooting,SUI
180,Silver,Athlete,army-rifle-300m-3-positions-men,Men,army rifle 300m 3 positions men,shooting,Shooting,paris-1900,Paris 1900,Summer,Anders Peter NIELSEN,Denmark,DK,DEN,1900,Shooting,DEN
181,Bronze,Athlete,army-rifle-300m-3-positions-men,Men,army rifle 300m 3 positions men,shooting,Shooting,paris-1900,Paris 1900,Summer,Ole ÖSTMO,Norway,NO,NOR,1900,Shooting,NOR
182,Bronze,Athlete,army-rifle-300m-3-positions-men,Men,army rifle 300m 3 positions men,shooting,Shooting,paris-1900,Paris 1900,Summer,Paul VAN ASBROECK,Belgium,BE,BEL,1900,Shooting,BEL
183,Gold,Athlete,army-rifle-300m-kneeling-men,Men,army rifle 300m kneeling men,shooting,Shooting,paris-1900,Paris 1900,Summer,Konrad STÄHELI,Switzerland,CH,SUI,1900,Shooting,SUI
184,Silver,Athlete,army-rifle-300m-kneeling-men,Men,army rifle 300m kneeling men,shooting,Shooting,paris-1900,Paris 1900,Summer,Anders Peter NIELSEN,Denmark,DK,DEN,1900,Shooting,DEN
185,Silver,Athlete,army-rifle-300m-kneeling-men,Men,army rifle 300m kneeling men,shooting,Shooting,paris-1900,Paris 1900,Summer,Emil KELLENBERGER,Switzerland,CH,SUI,1900,Shooting,SUI
186,Gold,Athlete,individual-men,Men,Individual men,golf,Golf,paris-1900,Paris 1900,Summer,Charles Edward SANDS,United States of America,US,USA,1900,Golf,USA
187,Silver,Athlete,individual-men,Men,Individual men,golf,Golf,paris-1900,Paris 1900,Summer,Walter RUTHERFORD,Great Britain,GB,GBR,1900,Golf,GBR
188,Bronze,Athlete,individual-men,Men,Individual men,golf,Golf,paris-1900,Paris 1900,Summer,David Donaldson ROBERTSON,Great Britain,GB,GBR,1900,Golf,GBR
189,Gold,Athlete,individual-women,Women,Individual women,golf,Golf,paris-1900,Paris 1900,Summer,Margaret Ives ABBOTT,United States of America,US,USA,1900,Golf,USA
190,Silver,Athlete,individual-women,Women,Individual women,golf,Golf,paris-1900,Paris 1900,Summer,Polly Whittier,United States of America,US,USA,1900,Golf,USA
191,Bronze,Athlete,individual-women,Women,Individual women,golf,Golf,paris-1900,Paris 1900,Summer,Abbie Pratt,United States of America,US,USA,1900,Golf,USA
192,Gold,Athlete,high-jump-standing-men,Men,high jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Ray EWRY,United States of America,US,USA,1900,Athletics,USA
193,Silver,Athlete,high-jump-standing-men,Men,high jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Irving BAXTER,United States of America,US,USA,1900,Athletics,USA
194,Bronze,Athlete,high-jump-standing-men,Men,high jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Lewis Pendleton SHELDON,United States of America,US,USA,1900,Athletics,USA
195,Gold,Athlete,marathon-men,Men,marathon men,athletics,Athletics,paris-1900,Paris 1900,Summer,Michel THEATO,Luxembourg,LU,LUX,1900,Athletics,LUX
196,Silver,Athlete,marathon-men,Men,marathon men,athletics,Athletics,paris-1900,Paris 1900,Summer,Emile CHAMPION,France,FR,FRA,1900,Athletics,FRA
197,Bronze,Athlete,marathon-men,Men,marathon men,athletics,Athletics,paris-1900,Paris 1900,Summer,Ernst FAST,Sweden,SE,SWE,1900,Athletics,SWE
198,Gold,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,paris-1900,Paris 1900,Summer,Irving BAXTER,United States of America,US,USA,1900,Athletics,USA
199,Silver,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,paris-1900,Paris 1900,Summer,Meredith Bright COLKETT,United States of America,US,USA,1900,Athletics,USA
200,Bronze,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,paris-1900,Paris 1900,Summer,Carl Albert ANDERSEN,Norway,NO,NOR,1900,Athletics,NOR
201,Gold,Athlete,800m-men,Men,800m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Alfred TYSOE,Great Britain,GB,GBR,1900,Athletics,GBR
202,Silver,Athlete,800m-men,Men,800m men,athletics,Athletics,paris-1900,Paris 1900,Summer,John CREGAN,United States of America,US,USA,1900,Athletics,USA
203,Bronze,Athlete,800m-men,Men,800m men,athletics,Athletics,paris-1900,Paris 1900,Summer,David HALL,United States of America,US,USA,1900,Athletics,USA
204,Gold,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Meyer PRINSTEIN,United States of America,US,USA,1900,Athletics,USA
205,Silver,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,James B. Connolly,United States of America,US,USA,1900,Athletics,USA
206,Bronze,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Lewis Pendleton SHELDON,United States of America,US,USA,1900,Athletics,USA
207,Gold,Athlete,400m-men,Men,400m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Maxey Long,United States of America,US,USA,1900,Athletics,USA
208,Silver,Athlete,400m-men,Men,400m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Bill Holland,United States of America,US,USA,1900,Athletics,USA
209,Bronze,Athlete,400m-men,Men,400m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Ernst SCHULTZ,Denmark,DK,DEN,1900,Athletics,DEN
210,Gold,Athlete,200m-hurdles-men,Men,200m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Alvin KRAENZLEIN,United States of America,US,USA,1900,Athletics,USA
211,Silver,Athlete,200m-hurdles-men,Men,200m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Norman PRITCHARD,India,IN,IND,1900,Athletics,IND
212,Bronze,Athlete,200m-hurdles-men,Men,200m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Walter B. John TEWKSBURY,United States of America,US,USA,1900,Athletics,USA
213,Gold,Athlete,400m-hurdles-men,Men,400m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Walter B. John TEWKSBURY,United States of America,US,USA,1900,Athletics,USA
214,Silver,Athlete,400m-hurdles-men,Men,400m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Henri TAUZIN,France,FR,FRA,1900,Athletics,FRA
215,Bronze,Athlete,400m-hurdles-men,Men,400m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,George ORTON,Canada,CA,CAN,1900,Athletics,CAN
216,Gold,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Alvin KRAENZLEIN,United States of America,US,USA,1900,Athletics,USA
217,Silver,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Meyer PRINSTEIN,United States of America,US,USA,1900,Athletics,USA
218,Bronze,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Patrick Joseph LEAHY,Great Britain,GB,GBR,1900,Athletics,GBR
219,Gold,Athlete,110m-hurdles-men,Men,110m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Alvin KRAENZLEIN,United States of America,US,USA,1900,Athletics,USA
220,Silver,Athlete,110m-hurdles-men,Men,110m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,John MCLEAN,United States of America,US,USA,1900,Athletics,USA
221,Bronze,Athlete,110m-hurdles-men,Men,110m hurdles men,athletics,Athletics,paris-1900,Paris 1900,Summer,Fred Moloney,United States of America,US,USA,1900,Athletics,USA
222,Gold,Athlete,1500m-men,Men,1500m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Charles BENNETT,Great Britain,GB,GBR,1900,Athletics,GBR
223,Silver,Athlete,1500m-men,Men,1500m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Henry Deloge,France,FR,FRA,1900,Athletics,FRA
224,Bronze,Athlete,1500m-men,Men,1500m men,athletics,Athletics,paris-1900,Paris 1900,Summer,John BRAY,United States of America,US,USA,1900,Athletics,USA
225,Gold,Athlete,3000m-steeplechase-men,Men,3000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,George ORTON,Canada,CA,CAN,1900,Athletics,CAN
226,Silver,Athlete,3000m-steeplechase-men,Men,3000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,Sidney ROBINSON,Great Britain,GB,GBR,1900,Athletics,GBR
227,Bronze,Athlete,3000m-steeplechase-men,Men,3000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,Jean Chastanié,France,FR,FRA,1900,Athletics,FRA
228,Gold,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,paris-1900,Paris 1900,Summer,Richard SHELDON,United States of America,US,USA,1900,Athletics,USA
229,Silver,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,paris-1900,Paris 1900,Summer,Josiah MCCRACKEN,United States of America,US,USA,1900,Athletics,USA
230,Bronze,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,paris-1900,Paris 1900,Summer,Bob Garrett,United States of America,US,USA,1900,Athletics,USA
231,Gold,Athlete,long-jump-standing-men,Men,long jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Ray EWRY,United States of America,US,USA,1900,Athletics,USA
232,Silver,Athlete,long-jump-standing-men,Men,long jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Irving BAXTER,United States of America,US,USA,1900,Athletics,USA
233,Bronze,Athlete,long-jump-standing-men,Men,long jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Emile TORCHEBOEUF,France,FR,FRA,1900,Athletics,FRA
234,Gold,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Irving BAXTER,United States of America,US,USA,1900,Athletics,USA
235,Silver,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Patrick Joseph LEAHY,Great Britain,GB,GBR,1900,Athletics,GBR
236,Bronze,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,paris-1900,Paris 1900,Summer,Lajos GÖNCZY,Hungary,HU,HUN,1900,Athletics,HUN
237,Gold,GameTeam,5000m-team-men,Men,5000m team men,athletics,Athletics,paris-1900,Paris 1900,Summer,Amateur Athletic Association,MIX,,MIX,1900,Athletics,IOA
238,Silver,GameTeam,5000m-team-men,Men,5000m team men,athletics,Athletics,paris-1900,Paris 1900,Summer,Racing Club de France,France,FR,FRA,1900,Athletics,FRA
239,Gold,Athlete,4000m-steeplechase-men,Men,4000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,John RIMMER,Great Britain,GB,GBR,1900,Athletics,GBR
240,Silver,Athlete,4000m-steeplechase-men,Men,4000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,Charles BENNETT,Great Britain,GB,GBR,1900,Athletics,GBR
241,Bronze,Athlete,4000m-steeplechase-men,Men,4000m steeplechase men,athletics,Athletics,paris-1900,Paris 1900,Summer,Sidney ROBINSON,Great Britain,GB,GBR,1900,Athletics,GBR
242,Gold,Athlete,triple-jump-standing-men,Men,triple jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Ray EWRY,United States of America,US,USA,1900,Athletics,USA
243,Silver,Athlete,triple-jump-standing-men,Men,triple jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Irving BAXTER,United States of America,US,USA,1900,Athletics,USA
244,Bronze,Athlete,triple-jump-standing-men,Men,triple jump standing men,athletics,Athletics,paris-1900,Paris 1900,Summer,Bob Garrett,United States of America,US,USA,1900,Athletics,USA
245,Gold,Athlete,100m-men,Men,100m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Francis JARVIS,United States of America,US,USA,1900,Athletics,USA
246,Silver,Athlete,100m-men,Men,100m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Walter B. John TEWKSBURY,United States of America,US,USA,1900,Athletics,USA
247,Bronze,Athlete,100m-men,Men,100m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Stanley ROWLEY,Australia,AU,AUS,1900,Athletics,AUS
248,Gold,Athlete,200m-men,Men,200m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Walter B. John TEWKSBURY,United States of America,US,USA,1900,Athletics,USA
249,Silver,Athlete,200m-men,Men,200m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Norman PRITCHARD,India,IN,IND,1900,Athletics,IND
250,Bronze,Athlete,200m-men,Men,200m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Stanley ROWLEY,Australia,AU,AUS,1900,Athletics,AUS
251,Gold,Athlete,hammer-throw-men,Men,hammer throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,John Joseph FLANAGAN,United States of America,US,USA,1900,Athletics,USA
252,Silver,Athlete,hammer-throw-men,Men,hammer throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,Thomas Truxton HARE,United States of America,US,USA,1900,Athletics,USA
253,Bronze,Athlete,hammer-throw-men,Men,hammer throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,Josiah MCCRACKEN,United States of America,US,USA,1900,Athletics,USA
254,Gold,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,Rudolf BAUER,Hungary,HU,HUN,1900,Athletics,HUN
255,Silver,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,Frantisek JANDA-SUK,Bohemia,,BOH,1900,Athletics,CZE
256,Bronze,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,paris-1900,Paris 1900,Summer,Richard SHELDON,United States of America,US,USA,1900,Athletics,USA
257,Gold,Athlete,60m-men,Men,60m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Alvin KRAENZLEIN,United States of America,US,USA,1900,Athletics,USA
258,Silver,Athlete,60m-men,Men,60m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Walter B. John TEWKSBURY,United States of America,US,USA,1900,Athletics,USA
259,Bronze,Athlete,60m-men,Men,60m men,athletics,Athletics,paris-1900,Paris 1900,Summer,Stanley ROWLEY,Australia,AU,AUS,1900,Athletics,AUS
260,Gold,GameTeam,cricket-men,Men,cricket men,cricket,Cricket,paris-1900,Paris 1900,Summer,Devon and Somerset Wanderers,Great Britain,GB,GBR,1900,Baseball,GBR
261,Silver,GameTeam,cricket-men,Men,cricket men,cricket,Cricket,paris-1900,Paris 1900,Summer,Union des Sociétés Français de Sports Athletiques,MIX,,MIX,1900,Baseball,IOA
262,Gold,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,paris-1900,Paris 1900,Summer,Gustave SANDRAS,France,FR,FRA,1900,Gymnastics,FRA
263,Silver,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,paris-1900,Paris 1900,Summer,Noël BAS,France,FR,FRA,1900,Gymnastics,FRA
264,Bronze,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,paris-1900,Paris 1900,Summer,Lucien DEMANET,France,FR,FRA,1900,Gymnastics,FRA
265,Gold,GameTeam,0-5-1t-mixed,Open,0.5-1t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Scotia,Great Britain,GB,GBR,1900,Open Water,GBR
266,Silver,GameTeam,0-5-1t-mixed,Open,0.5-1t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Crabe II #1,France,FR,FRA,1900,Open Water,FRA
267,Bronze,GameTeam,0-5-1t-mixed,Open,0.5-1t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Scamasaxe #2,France,FR,FRA,1900,Open Water,FRA
268,Gold,GameTeam,10-20t-mixed,Open,10-20t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Esterel #1,France,FR,FRA,1900,Open Water,FRA
269,Silver,GameTeam,10-20t-mixed,Open,10-20t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Quand-Même #2,France,FR,FRA,1900,Open Water,FRA
270,Bronze,GameTeam,10-20t-mixed,Open,10-20t mixed,sailing,Sailing,paris-1900,Paris 1900,Summer,Laurea #1,Great Britain,GB,GBR,1900,Open Water,GBR
271,Gold,GameTeam,1-2-ton-race-one-open,Open,1-2 Ton Race One Open,sailing,Sailing,paris-1900,Paris 1900,Summer,Lerina,Switzerland,CH,SUI,1900,Open Water,SUI
272,Silver,GameTeam,1-2-ton-race-one-open,Open,1-2 Ton Race One Open,sailing,Sailing,paris-1900,Paris 1900,Summer,Martha #1,France,FR,FRA,1900,Open Water,FRA
273,Bronze,GameTeam,1-2-ton-race-one-open,Open,1-2 Ton Race One Open,sailing,Sailing,paris-1900,Paris 1900,Summer,Nina Claire #2,France,FR,FRA,1900,Open Water,FRA
