,region,date,value,NUTS
3550,Southern Scotland,2017-11-28,103.1,2
3551,Southern Scotland,2017-12-28,103.4,2
3552,Southern Scotland,2018-01-28,103.3,2
3553,Southern Scotland,2018-02-28,103.4,2
3554,Southern Scotland,2018-03-28,103.4,2
3555,Southern Scotland,2018-04-28,103.3,2
3556,Southern Scotland,2018-05-28,103.3,2
3557,Southern Scotland,2018-06-28,103.3,2
3558,Southern Scotland,2018-07-28,103.5,2
3559,Southern Scotland,2018-08-28,103.5,2
3560,Southern Scotland,2018-09-28,103.4,2
3561,Southern Scotland,2018-10-28,103.4,2
3562,Southern Scotland,2018-11-28,103.5,2
3563,Southern Scotland,2018-12-28,103.3,2
3564,Southern Scotland,2019-01-28,103.3,2
3565,Southern Scotland,2019-02-28,103.3,2
3566,Southern Scotland,2019-03-28,103.1,2
3567,Southern Scotland,2019-04-28,104.3,2
3568,Southern Scotland,2019-05-28,103.8,2
3569,Southern Scotland,2019-06-28,103.7,2
3570,Southern Scotland,2019-07-28,103.4,2
3571,Southern Scotland,2019-08-28,103.3,2
3572,Southern Scotland,2019-09-28,103.3,2
3573,Southern Scotland,2019-10-28,103.2,2
3574,Southern Scotland,2019-11-28,103.2,2
3575,Southern Scotland,2019-12-28,103.1,2
3576,Southern Scotland,2020-01-28,103.3,2
3577,Southern Scotland,2020-02-28,103.4,2
3578,Southern Scotland,2020-03-28,103.3,2
3579,Southern Scotland,2020-04-28,101.6,2
3580,Southern Scotland,2020-05-28,101.0,2
3581,Southern Scotland,2020-06-28,100.9,2
3582,Southern Scotland,2020-07-28,101.1,2
3583,Southern Scotland,2020-08-28,100.6,2
3584,Southern Scotland,2020-09-28,100.6,2
3585,Southern Scotland,2020-10-28,100.6,2
3586,Southern Scotland,2020-11-28,100.6,2
3587,Southern Scotland,2020-12-28,100.8,2
3588,Southern Scotland,2021-01-28,101.0,2
3589,Southern Scotland,2021-02-28,101.2,2
3590,Southern Scotland,2021-03-28,101.5,2
3591,Southern Scotland,2021-04-28,101.2,2
3592,Southern Scotland,2021-05-28,101.6,2
3593,Southern Scotland,2021-06-28,102.0,2
3594,Southern Scotland,2021-07-28,102.5,2
3595,Southern Scotland,2021-08-28,102.9,2
3596,Southern Scotland,2021-09-28,103.4,2
3597,Southern Scotland,2021-10-28,103.7,2
3598,Southern Scotland,2021-11-28,104.2,2
3599,Southern Scotland,2021-12-28,105.4,2
3600,Northern Ireland,2014-07-28,100.0,2
3601,Northern Ireland,2014-08-28,100.2,2
3602,Northern Ireland,2014-09-28,100.4,2
3603,Northern Ireland,2014-10-28,100.6,2
3604,Northern Ireland,2014-11-28,100.8,2
3605,Northern Ireland,2014-12-28,100.7,2
3606,Northern Ireland,2015-01-28,101.6,2
3607,Northern Ireland,2015-02-28,101.8,2
3608,Northern Ireland,2015-03-28,102.1,2
3609,Northern Ireland,2015-04-28,102.5,2
3610,Northern Ireland,2015-05-28,102.6,2
3611,Northern Ireland,2015-06-28,103.0,2
3612,Northern Ireland,2015-07-28,103.2,2
3613,Northern Ireland,2015-08-28,103.4,2
3614,Northern Ireland,2015-09-28,103.7,2
3615,Northern Ireland,2015-10-28,103.8,2
3616,Northern Ireland,2015-11-28,103.9,2
3617,Northern Ireland,2015-12-28,103.8,2
3618,Northern Ireland,2016-01-28,104.1,2
3619,Northern Ireland,2016-02-28,104.1,2
3620,Northern Ireland,2016-03-28,104.4,2
3621,Northern Ireland,2016-04-28,104.3,2
3622,Northern Ireland,2016-05-28,104.4,2
3623,Northern Ireland,2016-06-28,104.4,2
3624,Northern Ireland,2016-07-28,104.5,2
3625,Northern Ireland,2016-08-28,104.7,2
3626,Northern Ireland,2016-09-28,105.0,2
3627,Northern Ireland,2016-10-28,105.2,2
3628,Northern Ireland,2016-11-28,105.5,2
3629,Northern Ireland,2016-12-28,105.7,2
3630,Northern Ireland,2017-01-28,105.6,2
3631,Northern Ireland,2017-02-28,105.8,2
3632,Northern Ireland,2017-03-28,106.1,2
3633,Northern Ireland,2017-04-28,106.2,2
3634,Northern Ireland,2017-05-28,106.4,2
3635,Northern Ireland,2017-06-28,106.6,2
3636,Northern Ireland,2017-07-28,106.6,2
3637,Northern Ireland,2017-08-28,106.9,2
3638,Northern Ireland,2017-09-28,107.1,2
3639,Northern Ireland,2017-10-28,107.4,2
3640,Northern Ireland,2017-11-28,107.6,2
3641,Northern Ireland,2017-12-28,108.1,2
3642,Northern Ireland,2018-01-28,108.1,2
3643,Northern Ireland,2018-02-28,108.3,2
3644,Northern Ireland,2018-03-28,108.5,2
3645,Northern Ireland,2018-04-28,108.6,2
3646,Northern Ireland,2018-05-28,108.7,2
3647,Northern Ireland,2018-06-28,108.8,2
3648,Northern Ireland,2018-07-28,108.9,2
3649,Northern Ireland,2018-08-28,109.1,2
3650,Northern Ireland,2018-09-28,109.3,2
3651,Northern Ireland,2018-10-28,109.7,2
3652,Northern Ireland,2018-11-28,109.8,2
3653,Northern Ireland,2018-12-28,110.0,2
3654,Northern Ireland,2019-01-28,110.2,2
3655,Northern Ireland,2019-02-28,110.4,2
3656,Northern Ireland,2019-03-28,110.7,2
3657,Northern Ireland,2019-04-28,110.7,2
3658,Northern Ireland,2019-05-28,110.7,2
3659,Northern Ireland,2019-06-28,110.5,2
3660,Northern Ireland,2019-07-28,110.8,2
3661,Northern Ireland,2019-08-28,110.9,2
3662,Northern Ireland,2019-09-28,111.0,2
3663,Northern Ireland,2019-10-28,111.0,2
3664,Northern Ireland,2019-11-28,111.3,2
3665,Northern Ireland,2019-12-28,111.2,2
3666,Northern Ireland,2020-01-28,111.5,2
3667,Northern Ireland,2020-02-28,111.8,2
3668,Northern Ireland,2020-03-28,111.9,2
3669,Northern Ireland,2020-04-28,110.1,2
3670,Northern Ireland,2020-05-28,109.8,2
3671,Northern Ireland,2020-06-28,109.7,2
3672,Northern Ireland,2020-07-28,109.9,2
3673,Northern Ireland,2020-08-28,109.4,2
3674,Northern Ireland,2020-09-28,109.5,2
3675,Northern Ireland,2020-10-28,109.4,2
3676,Northern Ireland,2020-11-28,109.3,2
3677,Northern Ireland,2020-12-28,109.4,2
3678,Northern Ireland,2021-01-28,109.6,2
3679,Northern Ireland,2021-02-28,109.7,2
3680,Northern Ireland,2021-03-28,110.1,2
3681,Northern Ireland,2021-04-28,109.9,2
3682,Northern Ireland,2021-05-28,110.8,2
3683,Northern Ireland,2021-06-28,111.8,2
3684,Northern Ireland,2021-07-28,112.6,2
3685,Northern Ireland,2021-08-28,112.8,2
3686,Northern Ireland,2021-09-28,113.1,2
3687,Northern Ireland,2021-10-28,113.5,2
3688,Northern Ireland,2021-11-28,114.1,2
3689,Northern Ireland,2021-12-28,114.8,2
3690,UK,2014-07-28,100.0,2
3691,UK,2014-08-28,100.3,2
3692,UK,2014-09-28,100.5,2
3693,UK,2014-10-28,100.5,2
3694,UK,2014-11-28,100.9,2
3695,UK,2014-12-28,100.9,2
3696,UK,2015-01-28,101.5,2
3697,UK,2015-02-28,101.7,2
3698,UK,2015-03-28,102.0,2
3699,UK,2015-04-28,102.2,2
3700,UK,2015-05-28,102.4,2
3701,UK,2015-06-28,102.6,2
3702,UK,2015-07-28,102.8,2
3703,UK,2015-08-28,103.0,2
3704,UK,2015-09-28,103.2,2
3705,UK,2015-10-28,103.4,2
3706,UK,2015-11-28,103.5,2
3707,UK,2015-12-28,103.5,2
3708,UK,2016-01-28,103.8,2
3709,UK,2016-02-28,103.9,2
3710,UK,2016-03-28,104.0,2
3711,UK,2016-04-28,104.0,2
3712,UK,2016-05-28,104.1,2
3713,UK,2016-06-28,104.3,2
3714,UK,2016-07-28,104.4,2
3715,UK,2016-08-28,104.4,2
3716,UK,2016-09-28,104.6,2
3717,UK,2016-10-28,104.7,2
3718,UK,2016-11-28,104.8,2
3719,UK,2016-12-28,105.0,2
3720,UK,2017-01-28,105.0,2
3721,UK,2017-02-28,105.1,2
3722,UK,2017-03-28,105.3,2
3723,UK,2017-04-28,105.4,2
3724,UK,2017-05-28,105.5,2
3725,UK,2017-06-28,105.7,2
3726,UK,2017-07-28,105.7,2
3727,UK,2017-08-28,105.9,2
3728,UK,2017-09-28,106.0,2
3729,UK,2017-10-28,106.1,2
3730,UK,2017-11-28,106.3,2
3731,UK,2017-12-28,106.4,2
3732,UK,2018-01-28,106.5,2
3733,UK,2018-02-28,106.5,2
3734,UK,2018-03-28,106.6,2
3735,UK,2018-04-28,106.7,2
3736,UK,2018-05-28,106.7,2
3737,UK,2018-06-28,106.8,2
3738,UK,2018-07-28,106.9,2
3739,UK,2018-08-28,107.1,2
3740,UK,2018-09-28,107.1,2
3741,UK,2018-10-28,107.2,2
3742,UK,2018-11-28,107.5,2
3743,UK,2018-12-28,107.5,2
3744,UK,2019-01-28,107.6,2
3745,UK,2019-02-28,107.8,2
3746,UK,2019-03-28,108.0,2
3747,UK,2019-04-28,108.0,2
3748,UK,2019-05-28,107.9,2
3749,UK,2019-06-28,107.9,2
3750,UK,2019-07-28,107.9,2
3751,UK,2019-08-28,108.0,2
3752,UK,2019-09-28,108.2,2
3753,UK,2019-10-28,108.2,2
3754,UK,2019-11-28,108.3,2
3755,UK,2019-12-28,108.4,2
3756,UK,2020-01-28,108.5,2
3757,UK,2020-02-28,108.6,2
3758,UK,2020-03-28,108.5,2
3759,UK,2020-04-28,106.7,2
3760,UK,2020-05-28,106.0,2
3761,UK,2020-06-28,105.8,2
3762,UK,2020-07-28,105.7,2
3763,UK,2020-08-28,105.5,2
3764,UK,2020-09-28,105.3,2
3765,UK,2020-10-28,105.2,2
3766,UK,2020-11-28,105.0,2
3767,UK,2020-12-28,105.1,2
3768,UK,2021-01-28,105.1,2
3769,UK,2021-02-28,105.3,2
3770,UK,2021-03-28,105.5,2
3771,UK,2021-04-28,105.7,2
3772,UK,2021-05-28,106.4,2
3773,UK,2021-06-28,107.0,2
3774,UK,2021-07-28,107.5,2
3775,UK,2021-08-28,108.0,2
3776,UK,2021-09-28,108.6,2
3777,UK,2021-10-28,108.8,2
3778,UK,2021-11-28,109.4,2
3779,UK,2021-12-28,110.1,2
3780,North East,2014-07-28,100.0,1
3781,North East,2014-08-28,100.3,1
3782,North East,2014-09-28,100.4,1
3783,North East,2014-10-28,100.4,1
3784,North East,2014-11-28,100.7,1
3785,North East,2014-12-28,100.5,1
3786,North East,2015-01-28,101.2,1
3787,North East,2015-02-28,101.3,1
3788,North East,2015-03-28,101.5,1
3789,North East,2015-04-28,101.5,1
3790,North East,2015-05-28,101.6,1
3791,North East,2015-06-28,101.8,1
3792,North East,2015-07-28,101.9,1
3793,North East,2015-08-28,102.0,1
3794,North East,2015-09-28,102.1,1
3795,North East,2015-10-28,102.2,1
3796,North East,2015-11-28,102.2,1
3797,North East,2015-12-28,101.9,1
3798,North East,2016-01-28,102.3,1
3799,North East,2016-02-28,102.3,1
3800,North East,2016-03-28,102.4,1
3801,North East,2016-04-28,102.4,1
3802,North East,2016-05-28,102.5,1
3803,North East,2016-06-28,102.5,1
3804,North East,2016-07-28,102.6,1
3805,North East,2016-08-28,102.5,1
3806,North East,2016-09-28,102.5,1
3807,North East,2016-10-28,102.6,1
3808,North East,2016-11-28,102.6,1
3809,North East,2016-12-28,102.8,1
3810,North East,2017-01-28,102.6,1
3811,North East,2017-02-28,102.8,1
3812,North East,2017-03-28,102.9,1
3813,North East,2017-04-28,103.0,1
3814,North East,2017-05-28,103.0,1
3815,North East,2017-06-28,103.1,1
3816,North East,2017-07-28,103.1,1
3817,North East,2017-08-28,103.2,1
3818,North East,2017-09-28,103.3,1
3819,North East,2017-10-28,103.4,1
3820,North East,2017-11-28,103.5,1
3821,North East,2017-12-28,103.7,1
3822,North East,2018-01-28,103.6,1
3823,North East,2018-02-28,103.6,1
3824,North East,2018-03-28,103.5,1
3825,North East,2018-04-28,103.6,1
3826,North East,2018-05-28,103.6,1
3827,North East,2018-06-28,103.7,1
3828,North East,2018-07-28,103.7,1
3829,North East,2018-08-28,103.8,1
3830,North East,2018-09-28,103.7,1
3831,North East,2018-10-28,103.7,1
3832,North East,2018-11-28,103.9,1
3833,North East,2018-12-28,103.8,1
3834,North East,2019-01-28,103.8,1
3835,North East,2019-02-28,103.9,1
3836,North East,2019-03-28,103.9,1
3837,North East,2019-04-28,103.8,1
3838,North East,2019-05-28,103.8,1
3839,North East,2019-06-28,103.8,1
3840,North East,2019-07-28,103.7,1
3841,North East,2019-08-28,103.8,1
3842,North East,2019-09-28,104.0,1
3843,North East,2019-10-28,104.0,1
3844,North East,2019-11-28,104.1,1
3845,North East,2019-12-28,104.1,1
3846,North East,2020-01-28,104.2,1
3847,North East,2020-02-28,104.4,1
3848,North East,2020-03-28,104.5,1
3849,North East,2020-04-28,102.8,1
3850,North East,2020-05-28,102.3,1
3851,North East,2020-06-28,102.3,1
3852,North East,2020-07-28,102.3,1
3853,North East,2020-08-28,102.1,1
3854,North East,2020-09-28,102.0,1
3855,North East,2020-10-28,102.0,1
3856,North East,2020-11-28,102.0,1
3857,North East,2020-12-28,102.0,1
3858,North East,2021-01-28,102.1,1
3859,North East,2021-02-28,102.2,1
3860,North East,2021-03-28,102.5,1
3861,North East,2021-04-28,102.8,1
3862,North East,2021-05-28,103.4,1
3863,North East,2021-06-28,104.2,1
3864,North East,2021-07-28,104.5,1
3865,North East,2021-08-28,105.0,1
3866,North East,2021-09-28,105.5,1
3867,North East,2021-10-28,105.8,1
3868,North East,2021-11-28,106.5,1
3869,North East,2021-12-28,107.2,1
3870,North West,2014-07-28,100.0,1
3871,North West,2014-08-28,100.3,1
3872,North West,2014-09-28,100.5,1
3873,North West,2014-10-28,100.5,1
3874,North West,2014-11-28,100.7,1
3875,North West,2014-12-28,100.7,1
3876,North West,2015-01-28,101.4,1
3877,North West,2015-02-28,101.6,1
3878,North West,2015-03-28,101.9,1
3879,North West,2015-04-28,102.0,1
3880,North West,2015-05-28,102.2,1
3881,North West,2015-06-28,102.4,1
3882,North West,2015-07-28,102.6,1
3883,North West,2015-08-28,102.8,1
3884,North West,2015-09-28,102.9,1
3885,North West,2015-10-28,103.2,1
3886,North West,2015-11-28,103.3,1
3887,North West,2015-12-28,103.1,1
3888,North West,2016-01-28,103.5,1
3889,North West,2016-02-28,103.6,1
3890,North West,2016-03-28,103.7,1
3891,North West,2016-04-28,103.7,1
3892,North West,2016-05-28,103.9,1
3893,North West,2016-06-28,104.0,1
3894,North West,2016-07-28,104.1,1
3895,North West,2016-08-28,104.1,1
3896,North West,2016-09-28,104.2,1
3897,North West,2016-10-28,104.3,1
3898,North West,2016-11-28,104.4,1
3899,North West,2016-12-28,104.5,1
3900,North West,2017-01-28,104.6,1
3901,North West,2017-02-28,104.8,1
3902,North West,2017-03-28,104.9,1
3903,North West,2017-04-28,105.1,1
3904,North West,2017-05-28,105.3,1
3905,North West,2017-06-28,105.4,1
3906,North West,2017-07-28,105.5,1
3907,North West,2017-08-28,105.7,1
3908,North West,2017-09-28,105.9,1
3909,North West,2017-10-28,106.0,1
3910,North West,2017-11-28,106.2,1
3911,North West,2017-12-28,106.3,1
3912,North West,2018-01-28,106.4,1
3913,North West,2018-02-28,106.5,1
3914,North West,2018-03-28,106.6,1
3915,North West,2018-04-28,106.6,1
3916,North West,2018-05-28,106.7,1
3917,North West,2018-06-28,106.8,1
3918,North West,2018-07-28,106.9,1
3919,North West,2018-08-28,107.1,1
3920,North West,2018-09-28,107.2,1
3921,North West,2018-10-28,107.3,1
3922,North West,2018-11-28,107.5,1
3923,North West,2018-12-28,107.5,1
3924,North West,2019-01-28,107.6,1
3925,North West,2019-02-28,107.7,1
3926,North West,2019-03-28,107.9,1
3927,North West,2019-04-28,108.0,1
3928,North West,2019-05-28,107.9,1
3929,North West,2019-06-28,107.9,1
3930,North West,2019-07-28,107.8,1
3931,North West,2019-08-28,107.9,1
3932,North West,2019-09-28,108.0,1
3933,North West,2019-10-28,108.1,1
3934,North West,2019-11-28,108.2,1
3935,North West,2019-12-28,108.2,1
3936,North West,2020-01-28,108.4,1
3937,North West,2020-02-28,108.4,1
3938,North West,2020-03-28,108.5,1
3939,North West,2020-04-28,106.8,1
3940,North West,2020-05-28,106.3,1
3941,North West,2020-06-28,106.3,1
3942,North West,2020-07-28,106.2,1
3943,North West,2020-08-28,106.0,1
3944,North West,2020-09-28,105.9,1
3945,North West,2020-10-28,105.8,1
3946,North West,2020-11-28,105.7,1
3947,North West,2020-12-28,105.9,1
3948,North West,2021-01-28,106.0,1
3949,North West,2021-02-28,106.2,1
3950,North West,2021-03-28,106.4,1
3951,North West,2021-04-28,106.7,1
3952,North West,2021-05-28,107.3,1
3953,North West,2021-06-28,108.0,1
3954,North West,2021-07-28,108.4,1
3955,North West,2021-08-28,109.0,1
3956,North West,2021-09-28,109.7,1
3957,North West,2021-10-28,109.8,1
3958,North West,2021-11-28,110.4,1
3959,North West,2021-12-28,111.1,1
3960,Yorkshire and the Humber,2014-07-28,100.0,1
3961,Yorkshire and the Humber,2014-08-28,100.3,1
3962,Yorkshire and the Humber,2014-09-28,100.5,1
3963,Yorkshire and the Humber,2014-10-28,100.5,1
3964,Yorkshire and the Humber,2014-11-28,100.8,1
3965,Yorkshire and the Humber,2014-12-28,100.7,1
3966,Yorkshire and the Humber,2015-01-28,101.2,1
3967,Yorkshire and the Humber,2015-02-28,101.5,1
3968,Yorkshire and the Humber,2015-03-28,101.7,1
3969,Yorkshire and the Humber,2015-04-28,101.8,1
3970,Yorkshire and the Humber,2015-05-28,101.9,1
3971,Yorkshire and the Humber,2015-06-28,102.1,1
3972,Yorkshire and the Humber,2015-07-28,102.2,1
3973,Yorkshire and the Humber,2015-08-28,102.4,1
3974,Yorkshire and the Humber,2015-09-28,102.5,1
3975,Yorkshire and the Humber,2015-10-28,102.7,1
3976,Yorkshire and the Humber,2015-11-28,102.8,1
3977,Yorkshire and the Humber,2015-12-28,102.7,1
3978,Yorkshire and the Humber,2016-01-28,103.1,1
3979,Yorkshire and the Humber,2016-02-28,103.2,1
3980,Yorkshire and the Humber,2016-03-28,103.2,1
3981,Yorkshire and the Humber,2016-04-28,103.2,1
3982,Yorkshire and the Humber,2016-05-28,103.5,1
3983,Yorkshire and the Humber,2016-06-28,103.6,1
3984,Yorkshire and the Humber,2016-07-28,103.7,1
3985,Yorkshire and the Humber,2016-08-28,103.8,1
3986,Yorkshire and the Humber,2016-09-28,103.8,1
3987,Yorkshire and the Humber,2016-10-28,103.9,1
3988,Yorkshire and the Humber,2016-11-28,104.1,1
3989,Yorkshire and the Humber,2016-12-28,104.3,1
3990,Yorkshire and the Humber,2017-01-28,104.2,1
3991,Yorkshire and the Humber,2017-02-28,104.3,1
3992,Yorkshire and the Humber,2017-03-28,104.5,1
3993,Yorkshire and the Humber,2017-04-28,104.6,1
3994,Yorkshire and the Humber,2017-05-28,104.7,1
3995,Yorkshire and the Humber,2017-06-28,104.8,1
3996,Yorkshire and the Humber,2017-07-28,104.9,1
3997,Yorkshire and the Humber,2017-08-28,105.0,1
3998,Yorkshire and the Humber,2017-09-28,105.2,1
3999,Yorkshire and the Humber,2017-10-28,105.3,1
4000,Yorkshire and the Humber,2017-11-28,105.4,1
4001,Yorkshire and the Humber,2017-12-28,105.6,1
4002,Yorkshire and the Humber,2018-01-28,105.5,1
4003,Yorkshire and the Humber,2018-02-28,105.6,1
4004,Yorkshire and the Humber,2018-03-28,105.6,1
4005,Yorkshire and the Humber,2018-04-28,105.7,1
4006,Yorkshire and the Humber,2018-05-28,105.9,1
4007,Yorkshire and the Humber,2018-06-28,105.9,1
4008,Yorkshire and the Humber,2018-07-28,106.1,1
4009,Yorkshire and the Humber,2018-08-28,106.2,1
4010,Yorkshire and the Humber,2018-09-28,106.2,1
4011,Yorkshire and the Humber,2018-10-28,106.4,1
4012,Yorkshire and the Humber,2018-11-28,106.7,1
4013,Yorkshire and the Humber,2018-12-28,106.7,1
4014,Yorkshire and the Humber,2019-01-28,106.8,1
4015,Yorkshire and the Humber,2019-02-28,107.1,1
4016,Yorkshire and the Humber,2019-03-28,107.3,1
4017,Yorkshire and the Humber,2019-04-28,107.1,1
4018,Yorkshire and the Humber,2019-05-28,107.1,1
4019,Yorkshire and the Humber,2019-06-28,107.1,1
4020,Yorkshire and the Humber,2019-07-28,107.1,1
4021,Yorkshire and the Humber,2019-08-28,107.3,1
4022,Yorkshire and the Humber,2019-09-28,107.4,1
4023,Yorkshire and the Humber,2019-10-28,107.4,1
4024,Yorkshire and the Humber,2019-11-28,107.5,1
4025,Yorkshire and the Humber,2019-12-28,107.5,1
4026,Yorkshire and the Humber,2020-01-28,107.6,1
4027,Yorkshire and the Humber,2020-02-28,107.7,1
4028,Yorkshire and the Humber,2020-03-28,107.7,1
4029,Yorkshire and the Humber,2020-04-28,105.9,1
4030,Yorkshire and the Humber,2020-05-28,105.3,1
4031,Yorkshire and the Humber,2020-06-28,105.2,1
4032,Yorkshire and the Humber,2020-07-28,105.1,1
4033,Yorkshire and the Humber,2020-08-28,105.0,1
4034,Yorkshire and the Humber,2020-09-28,104.9,1
4035,Yorkshire and the Humber,2020-10-28,104.9,1
4036,Yorkshire and the Humber,2020-11-28,104.7,1
4037,Yorkshire and the Humber,2020-12-28,104.9,1
4038,Yorkshire and the Humber,2021-01-28,105.0,1
4039,Yorkshire and the Humber,2021-02-28,105.1,1
4040,Yorkshire and the Humber,2021-03-28,105.4,1
4041,Yorkshire and the Humber,2021-04-28,105.6,1
4042,Yorkshire and the Humber,2021-05-28,106.2,1
4043,Yorkshire and the Humber,2021-06-28,106.9,1
4044,Yorkshire and the Humber,2021-07-28,107.3,1
4045,Yorkshire and the Humber,2021-08-28,107.9,1
4046,Yorkshire and the Humber,2021-09-28,108.3,1
4047,Yorkshire and the Humber,2021-10-28,108.5,1
4048,Yorkshire and the Humber,2021-11-28,109.1,1
4049,Yorkshire and the Humber,2021-12-28,110.0,1
4050,East Midlands,2014-07-28,100.0,1
4051,East Midlands,2014-08-28,100.3,1
4052,East Midlands,2014-09-28,100.5,1
4053,East Midlands,2014-10-28,100.5,1
4054,East Midlands,2014-11-28,100.8,1
4055,East Midlands,2014-12-28,100.8,1
4056,East Midlands,2015-01-28,101.5,1
4057,East Midlands,2015-02-28,101.6,1
4058,East Midlands,2015-03-28,101.9,1
4059,East Midlands,2015-04-28,102.2,1
4060,East Midlands,2015-05-28,102.4,1
4061,East Midlands,2015-06-28,102.7,1
4062,East Midlands,2015-07-28,102.9,1
4063,East Midlands,2015-08-28,103.0,1
4064,East Midlands,2015-09-28,103.2,1
4065,East Midlands,2015-10-28,103.4,1
4066,East Midlands,2015-11-28,103.6,1
4067,East Midlands,2015-12-28,103.5,1
4068,East Midlands,2016-01-28,103.8,1
4069,East Midlands,2016-02-28,104.0,1
4070,East Midlands,2016-03-28,104.1,1
4071,East Midlands,2016-04-28,104.0,1
4072,East Midlands,2016-05-28,104.2,1
4073,East Midlands,2016-06-28,104.4,1
4074,East Midlands,2016-07-28,104.6,1
4075,East Midlands,2016-08-28,104.7,1
4076,East Midlands,2016-09-28,104.8,1
4077,East Midlands,2016-10-28,105.0,1
4078,East Midlands,2016-11-28,105.2,1
4079,East Midlands,2016-12-28,105.4,1
4080,East Midlands,2017-01-28,105.4,1
4081,East Midlands,2017-02-28,105.6,1
4082,East Midlands,2017-03-28,105.7,1
4083,East Midlands,2017-04-28,105.8,1
4084,East Midlands,2017-05-28,106.0,1
4085,East Midlands,2017-06-28,106.1,1
4086,East Midlands,2017-07-28,106.1,1
4087,East Midlands,2017-08-28,106.3,1
4088,East Midlands,2017-09-28,106.5,1
4089,East Midlands,2017-10-28,106.7,1
4090,East Midlands,2017-11-28,106.9,1
4091,East Midlands,2017-12-28,107.0,1
4092,East Midlands,2018-01-28,107.2,1
4093,East Midlands,2018-02-28,107.3,1
4094,East Midlands,2018-03-28,107.3,1
4095,East Midlands,2018-04-28,107.4,1
4096,East Midlands,2018-05-28,107.5,1
4097,East Midlands,2018-06-28,107.6,1
4098,East Midlands,2018-07-28,107.7,1
4099,East Midlands,2018-08-28,107.8,1
4100,East Midlands,2018-09-28,107.9,1
4101,East Midlands,2018-10-28,107.9,1
4102,East Midlands,2018-11-28,108.1,1
4103,East Midlands,2018-12-28,108.1,1
4104,East Midlands,2019-01-28,108.1,1
4105,East Midlands,2019-02-28,108.2,1
4106,East Midlands,2019-03-28,108.3,1
4107,East Midlands,2019-04-28,108.8,1
4108,East Midlands,2019-05-28,108.6,1
4109,East Midlands,2019-06-28,108.5,1
4110,East Midlands,2019-07-28,108.4,1
4111,East Midlands,2019-08-28,108.4,1
4112,East Midlands,2019-09-28,108.5,1
4113,East Midlands,2019-10-28,108.5,1
4114,East Midlands,2019-11-28,108.5,1
4115,East Midlands,2019-12-28,108.5,1
4116,East Midlands,2020-01-28,108.7,1
4117,East Midlands,2020-02-28,108.7,1
4118,East Midlands,2020-03-28,108.7,1
4119,East Midlands,2020-04-28,106.9,1
4120,East Midlands,2020-05-28,106.3,1
4121,East Midlands,2020-06-28,106.3,1
4122,East Midlands,2020-07-28,106.2,1
4123,East Midlands,2020-08-28,106.2,1
4124,East Midlands,2020-09-28,106.1,1
4125,East Midlands,2020-10-28,106.1,1
4126,East Midlands,2020-11-28,106.1,1
4127,East Midlands,2020-12-28,106.3,1
4128,East Midlands,2021-01-28,106.4,1
4129,East Midlands,2021-02-28,106.5,1
4130,East Midlands,2021-03-28,106.8,1
4131,East Midlands,2021-04-28,107.0,1
4132,East Midlands,2021-05-28,107.5,1
4133,East Midlands,2021-06-28,108.2,1
4134,East Midlands,2021-07-28,108.5,1
4135,East Midlands,2021-08-28,108.9,1
4136,East Midlands,2021-09-28,109.2,1
4137,East Midlands,2021-10-28,109.4,1
4138,East Midlands,2021-11-28,109.9,1
4139,East Midlands,2021-12-28,110.7,1
4140,West Midlands,2014-07-28,100.0,1
4141,West Midlands,2014-08-28,100.2,1
4142,West Midlands,2014-09-28,100.4,1
4143,West Midlands,2014-10-28,100.3,1
4144,West Midlands,2014-11-28,100.8,1
4145,West Midlands,2014-12-28,100.6,1
4146,West Midlands,2015-01-28,101.5,1
4147,West Midlands,2015-02-28,101.8,1
4148,West Midlands,2015-03-28,102.2,1
4149,West Midlands,2015-04-28,102.5,1
4150,West Midlands,2015-05-28,102.8,1
4151,West Midlands,2015-06-28,103.0,1
4152,West Midlands,2015-07-28,103.3,1
4153,West Midlands,2015-08-28,103.4,1
4154,West Midlands,2015-09-28,103.6,1
4155,West Midlands,2015-10-28,103.7,1
4156,West Midlands,2015-11-28,103.9,1
4157,West Midlands,2015-12-28,103.6,1
4158,West Midlands,2016-01-28,104.2,1
4159,West Midlands,2016-02-28,104.3,1
4160,West Midlands,2016-03-28,104.4,1
4161,West Midlands,2016-04-28,104.4,1
4162,West Midlands,2016-05-28,104.7,1
4163,West Midlands,2016-06-28,104.9,1
4164,West Midlands,2016-07-28,105.1,1
4165,West Midlands,2016-08-28,105.0,1
4166,West Midlands,2016-09-28,105.1,1
4167,West Midlands,2016-10-28,105.3,1
4168,West Midlands,2016-11-28,105.4,1
4169,West Midlands,2016-12-28,105.5,1
4170,West Midlands,2017-01-28,105.6,1
4171,West Midlands,2017-02-28,105.8,1
4172,West Midlands,2017-03-28,105.9,1
4173,West Midlands,2017-04-28,106.0,1
4174,West Midlands,2017-05-28,106.2,1
4175,West Midlands,2017-06-28,106.3,1
4176,West Midlands,2017-07-28,106.4,1
4177,West Midlands,2017-08-28,106.5,1
4178,West Midlands,2017-09-28,106.6,1
4179,West Midlands,2017-10-28,106.7,1
4180,West Midlands,2017-11-28,106.8,1
4181,West Midlands,2017-12-28,106.9,1
4182,West Midlands,2018-01-28,106.9,1
4183,West Midlands,2018-02-28,107.0,1
4184,West Midlands,2018-03-28,107.0,1
